date,region,app,compliance_score
2025-01-27,Africa,Instagram,84.69313772058787
2025-01-08,Europe,Instagram,76.14914295290801
2025-01-18,Asia,WhatsApp,80.44030155532737
2025-08-21,North America,Messenger,82.19182222513902
2025-07-10,Asia,Messenger,98.3370722452303
2025-05-30,Europe,Messenger,82.76748562108037
2025-06-05,Asia,Messenger,87.58571064387777
2025-02-16,Africa,WhatsApp,97.67273621835277
2025-05-19,South America,Instagram,85.55279223434029
2025-05-22,North America,WhatsApp,77.54349339592103
2025-01-14,North America,Facebook,81.43018319794233
2025-09-16,Africa,Instagram,81.26617601358349
2025-08-24,Asia,Instagram,91.44152694106464
2025-01-07,North America,Messenger,78.88362191380078
2025-02-08,Europe,WhatsApp,91.90865733281183
2025-07-04,Europe,Messenger,96.67728135660177
2025-04-25,Asia,Instagram,80.08219035141136
2025-04-20,Europe,Messenger,74.06023300737307
2025-03-06,South America,Facebook,89.15663052905929
2025-08-19,Africa,Instagram,80.82563402571982
2025-01-31,North America,Facebook,86.01958501433734
2025-03-27,Africa,Instagram,89.02496895518831
2025-05-18,Asia,Messenger,82.23228832182734
2025-03-18,Africa,Instagram,97.74083355370225
2025-05-17,North America,Instagram,81.98843962511417
2025-05-02,North America,WhatsApp,79.22122981720086
2025-09-21,Asia,WhatsApp,96.57025663296662
2025-04-07,North America,Facebook,74.0890517027743
2025-01-19,Europe,WhatsApp,73.7262678635677
2025-01-09,Africa,Instagram,98.07094622816878
2025-03-24,South America,WhatsApp,76.26905242328347
2025-02-16,South America,Messenger,74.45312210873922
2025-03-31,South America,WhatsApp,86.05504912058646
2025-01-01,Asia,Facebook,71.40365398630892
2025-06-11,South America,Instagram,88.6004500218268
2025-06-02,Africa,Messenger,83.58792395017194
2025-01-01,North America,Messenger,89.212358932442
2025-05-26,Europe,Facebook,78.51810710598251
2025-06-10,South America,WhatsApp,97.16416643046824
2025-05-15,South America,Instagram,78.11742138176037
2025-03-18,South America,Facebook,89.12694056628581
2025-03-22,Europe,Messenger,98.35275551882874
2025-09-26,Africa,Messenger,82.02427865023847
2025-09-26,South America,Messenger,74.84279584878534
2025-02-11,North America,Facebook,72.05147427735501
2025-05-04,Asia,Messenger,98.89053990422819
2025-08-18,Europe,Instagram,92.91104457981817
2025-07-21,Africa,Messenger,97.56856180212353
2025-04-17,North America,Facebook,90.96499159479434
2025-06-23,Europe,Facebook,80.27345512568071
2025-03-28,Europe,Messenger,73.69049757950141
2025-01-05,Asia,Facebook,97.87920577825003
2025-06-21,Asia,WhatsApp,84.68857132392823
2025-05-01,Africa,Facebook,81.89526988832868
2025-06-05,South America,WhatsApp,87.3337618371737
2025-03-28,Asia,Facebook,73.19677964293207
2025-04-08,Africa,Facebook,79.27611458123452
2025-05-15,Europe,Facebook,89.13628321294502
2025-01-07,South America,Messenger,73.00368839071466
2025-09-17,North America,Facebook,74.05728276894652
2025-02-01,Europe,Instagram,85.31763592273167
2025-01-28,Africa,Messenger,88.70371373803273
2025-09-17,North America,WhatsApp,75.61005117381372
2025-09-01,Europe,Instagram,70.99253903366476
2025-09-21,Asia,Instagram,98.75100678300268
2025-05-22,Africa,Instagram,70.8247797364767
2025-01-30,North America,Instagram,70.06156124561923
2025-05-10,Asia,Facebook,79.70021706484599
2025-09-23,North America,Facebook,76.67359506326704
2025-03-11,South America,Instagram,87.20759086294632
2025-04-29,South America,Messenger,96.82626630523241
2025-03-11,Africa,Instagram,84.43323017317944
2025-07-27,North America,WhatsApp,93.19903626450912
2025-04-01,South America,Instagram,97.2768111543685
2025-04-30,Europe,Facebook,75.68198960818623
2025-07-26,Europe,WhatsApp,84.64932658366018
2025-09-13,South America,Messenger,89.26209998796188
2025-02-04,South America,Instagram,79.95649713761034
2025-05-04,Africa,WhatsApp,92.19256332965276
2025-04-22,Africa,Instagram,91.15944925665475
2025-07-26,Europe,Messenger,82.63282852454259
2025-04-12,Asia,Messenger,72.63861260273384
2025-07-13,North America,WhatsApp,70.34706350447739
2025-08-29,Asia,Messenger,81.08048686482552
2025-05-27,Africa,WhatsApp,72.46206535352795
2025-05-12,Asia,Messenger,93.44873329624784
2025-08-08,Africa,Facebook,80.02977349806942
2025-04-14,Asia,WhatsApp,89.9829482737509
2025-02-10,Europe,Instagram,80.39136961901374
2025-02-25,Africa,WhatsApp,93.87815250484054
2025-09-07,Europe,Messenger,96.65237489859344
2025-08-30,Asia,Messenger,95.1254244778822
2025-05-07,South America,Messenger,84.5342069193956
2025-05-30,South America,Instagram,72.51854832609462
2025-05-29,North America,Instagram,81.15133317380288
2025-06-18,South America,Messenger,82.73367984115248
2025-02-14,North America,Facebook,98.80762032570624
2025-03-25,Asia,WhatsApp,86.96491915621287
2025-01-08,North America,Messenger,89.22538698689326
2025-04-17,North America,Facebook,93.46010743006221
2025-09-22,North America,Instagram,87.04607401631016
2025-05-26,Europe,Messenger,87.95453827548286
2025-01-31,North America,WhatsApp,77.35983392003816
2025-09-01,Africa,WhatsApp,71.76599822683826
2025-02-04,Asia,Instagram,91.64157637327106
2025-09-04,Europe,Messenger,95.46054092063278
2025-01-18,Africa,Messenger,82.36000549975311
2025-01-24,Asia,Messenger,86.46743359744629
2025-01-30,Europe,Facebook,79.21855682007111
2025-05-23,Asia,Facebook,83.50661780397203
2025-01-12,South America,Messenger,76.26669178799365
2025-07-22,Asia,WhatsApp,92.79660424314883
2025-09-07,South America,Facebook,84.75735363325285
2025-04-13,South America,WhatsApp,86.41469659633236
2025-02-04,Asia,Facebook,71.1126423478367
2025-01-20,South America,Instagram,88.67195176880043
2025-02-16,Europe,Instagram,76.07967436023368
2025-03-25,South America,Instagram,81.50183933094617
2025-09-25,North America,WhatsApp,82.38147100287526
2025-02-22,Europe,WhatsApp,83.46197792464272
2025-01-18,Europe,Messenger,76.8230916734429
2025-04-14,Europe,Messenger,95.50330674146922
2025-06-01,North America,Instagram,82.83550452113867
2025-06-14,North America,Instagram,88.36403373724784
2025-03-25,North America,Facebook,88.41812637081318
2025-05-31,North America,Instagram,88.20954023264096
2025-02-06,North America,Instagram,86.77954026848792
2025-06-01,Africa,Instagram,94.67877244794366
2025-07-27,Africa,WhatsApp,94.37853441241568
2025-02-19,North America,WhatsApp,82.51433717814577
2025-08-08,Europe,Instagram,89.07538144391864
2025-02-16,South America,Facebook,73.0848773358006
2025-01-18,South America,Facebook,72.7231803480505
2025-05-02,Africa,Messenger,84.39749216563786
2025-04-30,North America,Instagram,97.00612070818065
2025-09-08,Asia,WhatsApp,89.49999107571087
2025-02-16,South America,Instagram,90.07649267942783
2025-03-26,South America,Facebook,74.73019936238504
2025-06-09,Europe,WhatsApp,83.59913332806516
2025-01-07,South America,WhatsApp,82.0237283495348
2025-09-02,Africa,WhatsApp,93.48935040262579
2025-08-03,North America,Messenger,74.13472290316804
2025-07-31,North America,Instagram,86.17573021992413
2025-07-31,South America,Instagram,97.34054507646556
2025-08-06,Asia,Instagram,96.77379668957194
2025-09-08,Africa,Facebook,95.57011329243161
2025-06-30,South America,WhatsApp,81.2495593880915
2025-04-02,Africa,WhatsApp,98.23302071965173
2025-08-06,Asia,Facebook,94.15901525978116
2025-03-31,Africa,Messenger,95.5342395772271
2025-07-16,Africa,Facebook,97.97061382974962
2025-07-03,Africa,WhatsApp,98.11003796842243
2025-03-07,North America,Messenger,77.20194889779972
2025-04-08,Asia,Messenger,73.830631353315
2025-01-24,North America,WhatsApp,90.72624830713946
2025-08-08,Europe,Facebook,86.89641869911426
2025-06-23,South America,Instagram,79.82279516895797
2025-09-02,North America,Instagram,90.53348520331048
2025-04-24,Africa,Instagram,71.85990631947766
2025-09-23,Europe,Facebook,71.4162494948765
2025-08-11,Asia,WhatsApp,80.6293175260528
2025-08-23,Asia,Facebook,75.81539870296483
2025-04-20,North America,Instagram,91.55668152212732
2025-01-13,Africa,Instagram,98.44065513724576
2025-05-05,Africa,Instagram,89.84882241053876
2025-06-16,Asia,Facebook,89.64353101382692
2025-02-22,Africa,Facebook,70.19786720258749
2025-07-05,South America,Instagram,85.3683091517389
2025-01-10,North America,Messenger,94.51303960525479
2025-05-27,North America,Instagram,89.62361096014052
2025-04-28,Africa,WhatsApp,76.83347153946504
2025-01-18,Asia,Facebook,95.45425745281602
2025-08-14,South America,Messenger,98.93130172645547
2025-04-22,South America,Messenger,78.36978542500812
2025-03-13,South America,WhatsApp,76.2128302649742
2025-05-24,Europe,Instagram,80.15580713958028
2025-04-14,Africa,Instagram,71.89474851633014
2025-08-03,South America,Instagram,96.20298019260626
2025-03-18,Africa,WhatsApp,97.87898441597443
2025-01-26,Asia,Facebook,88.9990911889939
2025-08-18,Asia,Facebook,92.93004438560338
2025-07-12,Asia,WhatsApp,90.05952032305468
2025-04-13,Europe,Facebook,81.32062687869607
2025-07-24,Asia,WhatsApp,88.96127086162798
2025-09-17,Africa,WhatsApp,95.08960512625339
2025-08-21,North America,Messenger,94.29722230707301
2025-02-20,North America,Messenger,72.43172579250023
2025-05-11,Africa,Facebook,83.87802881629351
2025-03-07,North America,Messenger,81.9196439187175
2025-07-21,South America,Facebook,92.56026237339594
2025-05-26,North America,WhatsApp,85.0412781863735
2025-09-15,Europe,Facebook,80.49103325708259
2025-04-14,Asia,Messenger,91.19049281779604
2025-05-31,North America,Facebook,84.20735561007696
2025-04-28,North America,Messenger,77.69872083258925
2025-07-18,Europe,WhatsApp,96.71250767830676
2025-04-15,Europe,Instagram,73.39143544459155
2025-01-10,North America,WhatsApp,70.5426312065646
2025-04-23,South America,Messenger,74.31733097944118
2025-01-27,North America,Facebook,74.90929760492033
2025-04-09,South America,Messenger,86.14126600142697
2025-09-14,Asia,Messenger,88.74596501911113
2025-05-16,Africa,Instagram,83.45833402176397
2025-08-14,Asia,Facebook,76.12513735836927
2025-05-07,North America,Messenger,73.96572696381776
2025-04-26,North America,WhatsApp,84.7645590737118
2025-06-20,South America,WhatsApp,86.96449262859436
2025-07-31,Europe,Messenger,79.11884115110422
2025-07-08,South America,Messenger,76.61319842022922
2025-09-22,Europe,Messenger,72.41778180542282
2025-08-02,Europe,Messenger,70.78733460976699
2025-03-30,Europe,WhatsApp,73.1720929250854
2025-05-10,Europe,Instagram,92.26238236851822
2025-01-23,North America,Messenger,80.32055950461668
2025-06-28,Africa,Facebook,70.82256746205707
2025-01-20,Africa,Instagram,85.24495815563034
2025-08-30,Asia,WhatsApp,86.08201800665876
2025-08-28,Asia,Messenger,82.8606633883718
2025-01-29,Asia,Messenger,73.32048436106457
2025-09-02,South America,Messenger,92.64902192817891
2025-04-30,Asia,Messenger,90.67244764709858
2025-02-01,Asia,Facebook,81.84187414814764
2025-05-20,Asia,Messenger,81.42446070244205
2025-06-07,North America,WhatsApp,74.6780534483783
2025-03-01,Asia,Facebook,92.60648041263248
2025-05-19,Africa,Instagram,87.98721713019299
2025-07-31,North America,Instagram,72.57380336538837
2025-05-19,Europe,Instagram,81.3419037531074
2025-04-21,South America,Messenger,97.10682827705509
2025-09-08,North America,Instagram,83.57123804968678
2025-04-09,North America,Facebook,79.74782497901731
2025-06-27,Africa,Facebook,89.31352226345784
2025-01-01,Asia,Instagram,76.08917133052175
2025-03-30,Europe,Instagram,85.71410194621538
2025-04-23,Africa,Facebook,90.08568260690936
2025-04-26,Africa,WhatsApp,95.64635247925233
2025-02-01,North America,Instagram,90.7751290833361
2025-09-19,Europe,Facebook,81.53229391505693
2025-02-10,Africa,Instagram,93.03400520044933
2025-06-16,South America,Facebook,96.95199784212525
2025-08-09,South America,Messenger,84.33290873979819
2025-08-02,Africa,Instagram,70.13502356449847
2025-05-11,North America,Instagram,96.42754077855533
2025-02-17,South America,WhatsApp,74.96325974826253
2025-05-14,North America,WhatsApp,73.7897651494112
2025-01-07,Asia,WhatsApp,79.23035697220095
2025-02-13,Asia,WhatsApp,81.39951236172284
2025-03-27,North America,Instagram,93.98130094559956
2025-02-17,Africa,Instagram,81.67550155339386
2025-08-28,Asia,WhatsApp,71.4646349906255
2025-06-01,Asia,WhatsApp,89.07885039971836
2025-09-15,South America,Instagram,90.13663070290025
2025-02-13,Africa,Messenger,94.42662762496312
2025-06-17,North America,Facebook,81.96598241983395
2025-07-10,Asia,WhatsApp,72.58213228623032
2025-06-01,Africa,Facebook,86.59186833083658
2025-02-19,Asia,Messenger,73.6299214773252
2025-04-05,South America,Messenger,70.5122596907293
2025-08-30,Africa,Messenger,93.35750415554037
2025-04-15,Europe,Instagram,82.10231801015152
2025-09-17,South America,Facebook,85.75015516187308
2025-05-18,North America,Messenger,89.88547608305602
2025-07-02,Africa,WhatsApp,82.03083000133715
2025-02-26,Asia,Messenger,71.53394777432187
2025-08-28,Africa,WhatsApp,77.58230973123882
2025-04-15,North America,WhatsApp,75.83023574013836
2025-03-06,Africa,Messenger,99.32182062472796
2025-05-20,Asia,WhatsApp,92.1851636207638
2025-03-03,South America,WhatsApp,83.54649994789577
2025-06-01,South America,Instagram,71.90102189372543
2025-05-10,Asia,Facebook,73.47551567434812
2025-05-06,Europe,Instagram,94.38698707814244
2025-07-31,Europe,Instagram,98.36347281511001
2025-06-11,South America,Instagram,70.94050553425986
2025-07-24,North America,Facebook,97.31191368064827
2025-01-29,Africa,Facebook,81.41691140157975
2025-07-01,Asia,Messenger,76.40897981961022
2025-02-20,North America,Instagram,73.06697072239571
2025-08-23,Africa,Facebook,93.15246825859585
2025-01-14,South America,Messenger,84.0673145554544
2025-02-27,Asia,Instagram,94.97271345805771
2025-05-17,North America,Instagram,76.78471460274886
2025-05-08,Africa,WhatsApp,90.35704110497274
2025-02-06,South America,Facebook,73.54365114598384
2025-09-25,South America,WhatsApp,72.69252052404309
2025-03-26,Africa,Instagram,74.00199551085254
2025-07-29,Europe,Instagram,94.2670390168092
2025-05-19,Europe,Instagram,89.6685920629792
2025-01-27,Africa,Messenger,74.97891675800975
2025-08-21,Africa,WhatsApp,81.54316632055556
2025-06-20,Africa,WhatsApp,92.91058029269371
2025-06-27,South America,Instagram,78.57023168241662
2025-01-20,Asia,WhatsApp,97.63791136939287
2025-09-21,South America,Instagram,97.43808374050772
2025-07-16,South America,Instagram,86.58702477084171
2025-03-05,Europe,WhatsApp,88.95922807456344
2025-02-13,Africa,Facebook,89.5965506016349
2025-09-01,South America,Instagram,77.75405373265227
2025-01-12,South America,Instagram,80.95964166171962
2025-09-17,Africa,WhatsApp,74.07823331469655
2025-09-14,Asia,WhatsApp,97.74614024961608
2025-08-23,Europe,WhatsApp,91.71548316086657
2025-09-04,North America,Instagram,71.39068798997943
2025-05-21,South America,Facebook,86.4816235029375
2025-06-30,Asia,Facebook,80.29221204213877
2025-06-02,North America,Facebook,94.45863631184227
2025-02-13,Africa,Instagram,80.31400263500538
2025-04-19,North America,WhatsApp,89.32450373802685
2025-04-08,Africa,Facebook,74.97221000369717
2025-08-15,Asia,Facebook,86.76266468947176
2025-03-22,North America,Facebook,78.81657197660648
2025-08-06,Europe,Instagram,74.94665267087538
2025-05-29,Asia,WhatsApp,88.57777440809369
2025-03-17,North America,Messenger,89.15923600046128
2025-03-21,South America,WhatsApp,99.5006134340136
2025-02-21,North America,WhatsApp,90.07318178983347
2025-03-04,North America,WhatsApp,85.47129815581384
2025-03-25,Europe,Facebook,97.3786252925425
2025-09-12,Asia,WhatsApp,94.84842456065368
2025-02-28,South America,Facebook,86.46238835320536
2025-01-08,Asia,Instagram,85.34047233222422
2025-03-17,Asia,Messenger,98.2590755714763
2025-03-19,South America,Instagram,88.51381131876792
2025-05-04,South America,Instagram,91.41337507508521
2025-01-12,Europe,Messenger,72.6003712644161
2025-02-14,Africa,WhatsApp,91.54916863747778
2025-02-22,Europe,WhatsApp,77.9404552662005
2025-06-30,South America,Facebook,73.46613769618875
2025-08-22,North America,WhatsApp,95.48998326415929
2025-07-05,North America,Messenger,90.73573259958238
2025-03-16,Asia,Instagram,82.22692936714391
2025-07-17,Asia,WhatsApp,82.94250178624199
2025-03-20,Africa,Facebook,75.91353166629449
2025-08-21,Africa,Instagram,70.28652986398826
2025-06-17,Africa,Instagram,80.4807741870813
2025-01-23,Africa,Facebook,74.45243079047756
2025-08-18,North America,Instagram,82.65180387061946
2025-05-15,South America,Facebook,95.01475263789875
2025-02-07,Africa,Facebook,73.44263090208159
